Locus,Name,LocusName,MedianSputumEffect,MedianSputumP,sp1.Est,sp2.Est,sp3.Est,sp4.Est,sp5.Est,sp6.Est,sp1.FDR,sp2.FDR,sp3.FDR,sp4.FDR,sp5.FDR,sp6.FDR,sp1.P,sp2.P,sp3.P,sp4.P,sp5.P,sp6.P
PA5552,glmU,glmU,0.148632106,0.363338106,0.337229317,0.086829113,1.367602105,0.2104351,-0.055230967,-1.035524522,0.407059148,0.804040951,0.001104725,0.559228963,0.897142288,0.032697256,0.275897232,0.739645736,0.000211522,0.45077898,0.84297996,0.013806528
PA0375,ftsX,ftsX,0.148349,0.151827667,0.91155697,0.923238071,-1.233193037,0.212702807,0.083995194,-0.612566816,0.066650615,0.021666264,0.076692766,0.675409098,0.883141269,0.372586113,0.029126015,0.010844539,0.033272116,0.574536311,0.824464063,0.270383218
PA4118,,PA4118,0.147891586,0.418248451,0.109681829,0.321630969,-0.366097877,0.275748549,-0.046550595,0.186101344,0.773555449,0.200306792,0.396903738,0.329173767,0.895085507,0.663710276,0.669671406,0.138611738,0.273193482,0.232813317,0.840104825,0.563303421
PA0118,,PA0118,0.147515773,0.805855819,-0.025328721,-0.000795096,0.20521779,0.089813756,1.198124526,2.377770873,0.985495059,1,0.843197475,0.902273947,0.03260098,0.000757123,0.962319148,0.998586827,0.759736019,0.851975618,0.013331043,0.000108293
PA1442,,PA1442,0.147387727,0.423578638,0.921744305,-0.064323876,3.79276786,0.35909933,-0.088998961,-0.225861254,0.01811193,0.872172235,8.83E-20,0.338276033,0.838219409,0.699478399,0.006239684,0.822119529,4.34E-22,0.241269533,0.771138319,0.605887744
PA2556,,PA2556,0.14723191,0.310541281,0.163939843,0.267444149,-1.124993861,-0.34071523,0.130523977,0.889170603,0.743220192,0.441468464,0.04189339,0.368500744,0.758189286,0.064525554,0.630792343,0.353276038,0.015917724,0.267806525,0.670102009,0.031243595
PA0309,,PA0309,0.146820967,0.385116848,0.188413194,-0.256653984,1.986322113,0.41402496,0.10522874,-0.278464649,0.652143992,0.389656055,1.47E-07,0.194309258,0.779338405,0.574666581,0.525789663,0.302875863,9.82E-09,0.121639368,0.693307542,0.467357834
PA3201,,PA3201,0.146321739,0.319584885,-0.416933886,0.325766619,1.445295016,0.843549213,-0.03312314,-0.661722081,0.504138941,0.488424033,0.022473941,0.07668481,0.962486137,0.373883056,0.367345654,0.397562419,0.007470278,0.040563007,0.9354595,0.271824115
PA5204.1,phrY,phrY,0.14624962,0.524238536,0.501317502,-0.122738823,0.37302169,-0.094086643,0.305751284,-0.013252044,0.239011374,0.742897024,0.507673751,0.830533849,0.428378676,0.991656204,0.138088003,0.66910276,0.379374312,0.76027809,0.317712931,0.975470871
PA2764,,PA2764,0.145633951,0.24178357,0.512055221,0.073378213,1.767723759,0.217889688,0.006321099,-0.894880878,0.151096202,0.826459228,2.68E-06,0.5162807,0.997554969,0.048474191,0.077218698,0.765105726,2.33E-07,0.406348442,0.980748146,0.022186853
PA5282,,PA5282,0.14513728,0.288280334,0.174175658,0.116098903,-1.131161208,-0.546679409,1.339932721,2.725316864,0.871569477,0.883956242,0.328124082,0.469721902,0.058385403,0.001860566,0.793406612,0.835864554,0.213758616,0.362802051,0.027235591,0.000374203
PA5304,dadA,dadA,0.144474398,0.159401722,1.316844707,0.694598401,-0.899667302,0.828408946,-0.405649604,-0.948903251,0.034232196,0.188836669,0.326180008,0.147962617,0.512797036,0.279206942,0.013247103,0.129415092,0.211976934,0.087770032,0.400752053,0.189388352
PA4522,ampD,ampD,0.144392437,0.246470278,0.028423624,-0.234030541,1.256119046,0.832054285,0.26036125,-0.870450169,0.96864211,0.530787819,0.011833997,0.024114226,0.533571777,0.126962495,0.937362688,0.439311224,0.00349537,0.010685929,0.421482374,0.071458182
PA2694,trx2,trx2,0.143632735,0.641662355,0.158100129,0.361825059,0.038528193,0.89324418,0.129165342,0.090214287,0.739251992,0.259925385,0.959147111,0.006319899,0.746261471,0.878556036,0.625860233,0.187485667,0.925433753,0.00233031,0.657464476,0.825207425
PA4378,inaA,inaA,0.14304034,0.301838035,-0.033187809,0.224753749,1.293521315,1.355737035,0.06132693,-1.266570527,0.972008564,0.644619251,0.045489646,0.003426343,0.92500105,0.084860986,0.942359908,0.559771158,0.017595504,0.001163562,0.881169832,0.043904911
PA5508,pauA7,pauA7,0.142749655,0.070492811,1.097099592,-0.239499978,-1.872266107,-0.599428211,0.524999288,1.234338024,0.027536302,0.596343868,0.009253704,0.197866461,0.269017591,0.038142229,0.010245167,0.508221451,0.002596819,0.124317643,0.176866801,0.01666798
PA2583,,PA2583,0.141092161,0.248105266,0.313731277,0.506392235,-0.135227131,0.676429,-0.031546955,-1.171877048,0.528463106,0.157232286,0.852338602,0.077635669,0.953414171,0.043621709,0.391821318,0.104389213,0.77365659,0.041174972,0.923797761,0.019606037
PA4906,,PA4906,0.14047927,0.503109264,0.528249786,0.118716071,0.433145237,0.126860588,0.154097953,-0.332413229,0.175861762,0.730760667,0.394458325,0.745330092,0.686295611,0.526510196,0.093609815,0.656626049,0.270610318,0.656251505,0.588373826,0.417844701
PA2748,,PA2748,0.140167442,0.09882899,0.737707112,0.429923436,-0.227546183,0.762718562,-0.149588552,-0.754372232,0.051845221,0.174127636,0.697445403,0.021097735,0.702561175,0.13844502,0.02167345,0.117623249,0.586059774,0.009175182,0.607620476,0.080034731
PA4336,,PA4336,0.139919566,0.574474705,0.261611651,0.111205608,1.64389629,0.168633525,-0.471047619,-0.24430784,0.641822586,0.806032941,0.002302817,0.731201408,0.287333374,0.72533354,0.513105074,0.741669131,0.000496694,0.639704987,0.191723673,0.635844337
PA3314,,PA3314,0.139782832,0.303343843,0.26992295,0.101733971,-1.089926141,-0.384687792,0.177831693,1.146180025,0.545169744,0.782158348,0.040802306,0.286983232,0.64870634,0.011183809,0.411168398,0.713798423,0.015427679,0.195519289,0.547609248,0.003595777
PA4361,,PA4361,0.139190888,0.155386639,-0.225006926,-0.440923709,1.963539149,0.386415375,-0.108033599,0.549332101,0.602508452,0.135088141,6.29E-07,0.248017903,0.780959031,0.228073553,0.469470337,0.087197997,4.74E-08,0.163314,0.69625691,0.147459278
PA4953,motB,motB,0.139009894,0.271024378,0.353859149,0.294146254,-1.391705264,-0.343834004,0.294801037,-0.016126466,0.395790531,0.361096969,0.006604183,0.327946834,0.414594295,0.9864713,0.266314654,0.275734102,0.001729281,0.231772885,0.304360817,0.968293082
PA1499,,PA1499,0.13872358,0.696458154,-0.168203556,-0.172997464,-0.029909866,0.307357025,1.678117712,3.0264601,0.883179224,0.828653244,0.993054276,0.719627999,0.023696392,0.001014526,0.811260102,0.768009439,0.97318006,0.624906869,0.009032742,0.000162737
PA4442,cysN,cysN,0.138235753,0.320248778,-0.010698588,0.287170094,-0.74688891,0.697659229,0.766976668,-0.306643359,0.996747008,0.530697937,0.313655493,0.134267974,0.10044042,0.685171139,0.980653515,0.439082068,0.201415487,0.078397604,0.053181598,0.589280807
PA2273,soxR,soxR,0.137371915,0.086628538,0.790219736,-0.793390218,1.296978202,0.934258807,-0.967170388,-0.515475906,0.277556293,0.150873191,0.123003219,0.127784598,0.117981545,0.600401052,0.167225474,0.099452387,0.059450836,0.073804688,0.064436393,0.495216347
PA1828,,PA1828,0.135837346,0.217689089,0.523302434,-0.101599038,-1.053248176,-0.79380145,0.474854025,0.373273731,0.341526546,0.836016552,0.140676988,0.076955013,0.318559913,0.5883409,0.218234145,0.777328132,0.070461938,0.040728373,0.217144033,0.482194434
PA2283,,PA2283,0.135708733,0.361550544,-0.312654935,-0.014760569,-1.402259277,0.286178035,1.047204792,3.50069051,0.736988087,0.993616687,0.198369253,0.709586474,0.12103477,2.72E-05,0.623814241,0.977748116,0.109705876,0.613395211,0.06670362,1.38E-06
PA0569,,PA0569,0.135467685,0.463283677,0.031586574,0.239348795,-0.786281344,-0.084496832,1.520041866,2.716097378,0.981188374,0.69960581,0.433624813,0.914802299,0.010681413,0.000309672,0.956047359,0.620412102,0.306155251,0.869897448,0.003556097,3.24E-05
PA4541.1,,PA4541.1,0.134319648,0.438344082,-0.085652974,1.93627327,0.156498728,1.420292581,0.112140569,-4.019248243,0.943571929,0.002708731,0.912777659,0.044364687,0.907158158,0.004273932,0.901179087,0.001086707,0.857351006,0.021362108,0.855326056,0.001072608
PA2471,,PA2471,0.134280134,0.584558061,-0.218795331,-0.24823458,0.162240304,0.106319963,0.180402465,0.970131521,0.689662234,0.53032751,0.823488763,0.827431093,0.694895155,0.070791434,0.570320893,0.438557955,0.735763652,0.757002157,0.598795228,0.034886337
PA1611,,PA1611,0.132994808,0.491427211,0.127533299,0.138456317,-0.298906781,0.010312706,0.558720294,0.508379214,0.760555444,0.649197304,0.54412578,0.985850531,0.062584522,0.229644667,0.655241607,0.564658097,0.418196324,0.967930187,0.029658176,0.148757189
PA0852.1,,PA0852.1,0.132960743,0.202161325,-0.49700916,-0.435149332,1.509871886,-0.72427239,0.701070817,1.776436394,0.562886869,0.491723645,0.085310348,0.289384782,0.305701248,0.032199168,0.428833257,0.400593394,0.037894084,0.197714103,0.206608548,0.01354535
PA2248,bkdA2,bkdA2,0.132786636,0.077851593,0.218885661,1.193730714,1.382891869,-0.743085823,-2.083823184,0.04668761,0.784764141,0.020831059,0.071112715,0.199425436,0.00019763,0.969056411,0.683259899,0.010368003,0.030264713,0.125438473,3.30E-05,0.945246671
PA4888,desB,desB,0.131585482,0.303218162,-0.447102578,-0.030519915,-1.454929925,0.293690879,0.950653173,2.301148132,0.628290891,0.977816775,0.196717373,0.710507967,0.176064093,0.007657318,0.497858553,0.955356635,0.108577771,0.614618071,0.105551938,0.002207963
PA3977,hemL,hemL,0.129653519,0.50960682,0.162151288,0.548168444,-1.198387078,-0.176267749,0.232635427,0.097155749,0.747968302,0.098998154,0.030870961,0.669887321,0.561607057,0.876209156,0.637046362,0.060479567,0.011014507,0.5681933,0.451020339,0.822695505
PA5394,cls,cls,0.127965775,0.450839717,-0.065960375,-0.376794984,3.42352084,0.175298161,0.080633389,0.400372004,0.90465053,0.252918324,1.35E-16,0.664983841,0.854846686,0.445239414,0.845748223,0.181898787,1.14E-18,0.563100567,0.790035565,0.338578866
PA1547,,PA1547,0.12741187,0.306003572,-0.268036567,0.202496728,0.779867866,0.476697568,0.052327012,-0.594031598,0.565454138,0.566484089,0.119539762,0.187743372,0.91291569,0.268765682,0.431682257,0.476424062,0.057588039,0.116382292,0.862767811,0.180324886
PA3891,opuCA,opuCA,0.126888348,0.331515875,-0.182715474,0.011977492,-1.626343495,0.241799204,1.007381666,1.52433764,0.828960708,0.994505339,0.079513084,0.717269617,0.082040048,0.040631968,0.7396343,0.979146183,0.034816628,0.6216001,0.04143165,0.017969912
PA5393,,PA5393,0.126607234,0.354295172,-0.526556888,-0.607472206,0.63437292,-0.381158452,0.722672862,2.271537698,0.569668335,0.358066782,0.560259549,0.628527422,0.32972555,0.010068606,0.435699299,0.273106044,0.4354843,0.523294856,0.226838216,0.003118829
PA2526,muxC,muxC,0.126335905,0.172929182,0.007464945,0.245206865,-1.401913415,-0.398677553,0.962351809,1.669872016,1,0.603165775,0.058916935,0.426294307,0.04061353,0.005551813,0.98672548,0.515728967,0.024102383,0.321755982,0.01746282,0.001504387
PA4725,cbrA,cbrA,0.126280572,0.617034353,0.246785995,0.058942772,0.137986586,-0.377638972,0.155064481,0.114574558,0.515167563,0.856113213,0.792190794,0.21198516,0.639654461,0.814479745,0.377922151,0.802624918,0.696121324,0.134676426,0.537947381,0.745724961
PA3937,,PA3937,0.126236511,0.110127537,-1.030976941,-0.769663045,0.163004246,0.089468776,1.195747,2.286585412,0.179863489,0.181558295,0.893307534,0.913638108,0.058761527,0.003785028,0.096529054,0.123726019,0.828241139,0.867619481,0.027483234,0.0009305
PA1050,,PA1050,0.12583276,0.655064936,0.106520827,0.979797681,-0.178481946,0.145144693,0.15632717,-0.142871889,0.837726851,0.001836441,0.777976222,0.724519373,0.699995254,0.809630946,0.751719443,0.000709695,0.679261444,0.630868428,0.604664205,0.739864572
PA3633,ygbP,ygbP,0.125002699,0.147109654,-0.027064595,0.915235689,-1.657928996,-0.436171516,0.485268369,0.277069994,0.969141597,0.0055768,0.003923846,0.25581204,0.202365118,0.630297188,0.938866552,0.002392014,0.000935167,0.169703319,0.124515989,0.52698066
PA0305,hacB,hacB,0.124569969,0.566956547,0.008778863,-0.323364173,0.173075418,0.07606452,0.482911935,1.308954684,0.999858079,0.469782531,0.8384447,0.898757165,0.324170842,0.029847653,0.984123918,0.379648024,0.754265069,0.847323143,0.222106523,0.012388504
PA0931,pirA,pirA,0.124520283,0.678576059,0.70050793,0.137964834,-0.241435773,-0.056745196,0.111075732,0.259565671,0.178741195,0.768950299,0.760526477,0.923274529,0.837446676,0.714650617,0.095456205,0.698910775,0.658241342,0.88146954,0.770261822,0.624096432
PA1381,,PA1381,0.124353339,0.760775009,0.124176076,0.124530603,-0.229718534,0.959569289,0.648565617,-0.044842942,0.886130757,0.83891132,0.826365416,0.086470701,0.267163209,0.970000448,0.815681962,0.782288334,0.739261685,0.046467758,0.175451865,0.946944945
PA0465,creD,creD,0.124022206,0.01352193,0.506993902,-0.759256286,4.749853736,-0.719120907,-0.258949489,1.001691813,0.214879271,0.012276904,1.32E-31,0.033701446,0.493247349,0.027994353,0.120553968,0.005757088,4.63E-35,0.015661886,0.380799419,0.011381973
PA1266,lhpE,lhpE,0.123948466,0.487789558,0.211071512,-0.043594305,0.03682542,-0.550028979,1.179666624,3.2431059,0.800038308,0.956461617,0.982924867,0.372754298,0.044235488,9.95E-06,0.703438386,0.925496046,0.958256868,0.27214073,0.019390168,3.75E-07
PA1938,,PA1938,0.123284129,0.566968365,0.118607276,0.329233533,-0.890243846,0.204663893,0.127960982,-0.023083664,0.805546188,0.302257631,0.089433283,0.584949157,0.745474419,0.975706121,0.710699336,0.223696109,0.040133539,0.478081472,0.655855258,0.954472783
PA1242,sprP,sprP,0.122232829,0.015071696,-1.212177093,-1.118897056,1.097689643,0.299674726,-0.055209068,0.885539053,0.001628061,0.0001378,0.016217132,0.40947164,0.903727635,0.053554776,0.000378871,4.06E-05,0.005085998,0.306626941,0.85044864,0.025057394
PA0725,,PA0725,0.122007977,0.569166761,0.110560585,-0.135448144,-1.403629431,0.133455368,0.336658985,0.813263614,0.882497427,0.79223303,0.069913491,0.820044156,0.524763507,0.2202296,0.809179649,0.725558857,0.029622941,0.74664603,0.412774664,0.141298022
PA3584,glpD,glpD,0.121698955,0.139860398,-1.115459548,-1.350150687,-0.570741331,3.019191987,3.080303313,0.814139241,0.339524521,0.102327871,0.723457407,0.001126061,0.001153207,0.548520929,0.216829921,0.062890875,0.616805209,0.000329751,0.00025845,0.440511017
PA3046,,PA3046,0.120315493,0.492379319,0.00644131,0.194339118,0.415292092,0.046291868,0.322201953,-1.71522648,1,0.656437617,0.539851283,0.93754821,0.492798223,0.009932435,0.987456818,0.572338028,0.41242061,0.899578759,0.379772637,0.003059218
PA5123,,PA5123,0.120314843,0.718168172,-0.127463463,-0.038989698,1.469789028,0.472337865,0.090623296,0.150006389,0.805278844,0.929658429,0.001346403,0.197162039,0.835775849,0.799712549,0.710307384,0.891741919,0.000266776,0.123771255,0.767130167,0.72602896
PA5484,kinB,kinB,0.119309989,0.420144989,0.273144019,0.132041825,-1.37036745,-0.434305772,0.205354053,0.106578153,0.515737595,0.693271419,0.005798364,0.193306154,0.571512993,0.847866477,0.378430833,0.613821395,0.001483681,0.120638239,0.461859146,0.785667778
PA3191,gtrS,gtrS,0.119299233,0.385713053,-0.342821903,-0.061490255,-1.122722598,0.300088722,1.643926403,2.390269795,0.704455043,0.942024063,0.295906047,0.689672713,0.011839851,0.003636651,0.585891971,0.906148454,0.185534134,0.590905965,0.004013172,0.000881676
PA0939,,PA0939,0.119148658,0.368068147,0.774112165,0.00840489,-0.718476622,0.229892426,0.974329048,-0.449684189,0.19065596,0.998346365,0.386193665,0.693450106,0.054535973,0.57913633,0.10392724,0.983453518,0.263313863,0.595591845,0.025028355,0.47282243
PA3213,,PA3213,0.118776062,0.213310422,0.321290108,0.025370894,-1.550285527,-1.004285819,0.21218123,0.82809803,0.506287736,0.961868759,0.007797555,0.005736164,0.615325168,0.106253255,0.369186652,0.932988041,0.002133448,0.002085878,0.510359204,0.057434192
PA5055,,PA5055,0.118664527,0.390545617,0.094484212,0.571458128,-0.574573351,0.142844842,0.394737801,-0.309573146,0.879234694,0.121829588,0.374453857,0.761654351,0.352872732,0.631142813,0.804087748,0.077207203,0.25287793,0.67663993,0.248088481,0.528213305
PA2210,,PA2210,0.118529348,0.620113074,-0.128641341,-0.048440892,1.788761404,-0.153401,0.285499588,1.25611422,0.871325242,0.941782425,0.006564153,0.803687203,0.618374828,0.063022533,0.793031362,0.905750735,0.001716495,0.726252265,0.513973883,0.030383099
PA5284,,PA5284,0.117814186,0.561185323,0.075069708,-0.282114122,-0.141794429,0.160558663,1.161611006,1.850652344,0.916044618,0.531958587,0.872539559,0.766095566,0.009968007,0.001440945,0.863313373,0.440466938,0.799649277,0.681903708,0.003259108,0.00026553
PA4799,,PA4799,0.117700493,0.511235698,0.183879524,0.051521463,-0.911987528,-0.016505622,1.348703648,2.324176139,0.844344527,0.951864284,0.385095231,0.991738645,0.034084704,0.003519682,0.760176803,0.919137201,0.262294593,0.975726017,0.014099271,0.000846873
PA2749,endA,endA,0.117640749,0.635971683,0.203955058,0.417446857,-0.055491843,1.075137594,0.03132644,-0.134787705,0.652739239,0.186706055,0.936136016,0.000873058,0.947444339,0.813290587,0.527873361,0.127823854,0.89314795,0.000247147,0.914176578,0.744070006
PA0281,cysW,cysW,0.11742904,0.239184295,-0.036268711,-0.481187341,-1.353224627,0.271126791,0.756918796,1.557343127,0.976895072,0.414006004,0.180347304,0.70340901,0.237431736,0.051839558,0.950835393,0.32652562,0.096345594,0.606502012,0.151842971,0.024063817
PA2791,,PA2791,0.116949062,0.560452095,0.190134997,0.198564162,-0.733036591,0.297300442,0.043763128,-0.030315247,0.717949883,0.6071125,0.234132214,0.473613437,0.934036484,0.970034154,0.600948241,0.519955949,0.136296342,0.366805212,0.893786343,0.947392079
PA2881,,PA2881,0.114336824,0.833607876,0.11758826,-0.07193491,-0.012656031,0.111085388,1.254622978,2.446654194,0.900472108,0.921287026,1,0.884557807,0.038309107,0.001270632,0.837733002,0.881350575,0.986161257,0.82948275,0.01625683,0.000220666
PA4073,,PA4073,0.114277247,0.826628853,0.157520886,-0.032971322,0.020538993,0.071033608,1.852241507,3.206510447,0.852574606,0.969161957,0.994888113,0.924644757,0.000911709,6.21E-06,0.769830879,0.941947862,0.976030985,0.883426826,0.00019732,2.10E-07
PA4842,,PA4842,0.114147256,0.347441957,0.172234775,0.649735417,-0.338029062,0.749674943,0.056059737,-1.043540549,0.811042779,0.164638445,0.696824412,0.139388268,0.935494173,0.175270321,0.718238305,0.110202006,0.584681908,0.081925467,0.89592694,0.106737103
PA1990,pqqH,pqqH,0.112277771,0.229235015,0.379373322,-0.154817781,-2.884373343,-0.548251215,0.862959044,1.366875722,0.666930609,0.828653244,0.009646844,0.436559855,0.206487681,0.119681404,0.543095476,0.767950751,0.002725767,0.330982551,0.12748748,0.066414988
PA3582,glpK,glpK,0.112149351,0.170792188,-0.41991134,-1.060416488,-0.490293222,0.644210041,1.198266797,1.186624324,0.626704773,0.063627891,0.65599139,0.335907271,0.063244075,0.169543521,0.495710497,0.036542582,0.537065608,0.23910844,0.030090328,0.102475936
PA2716,,PA2716,0.112016623,0.509084603,0.060293084,-0.678335188,0.126117814,0.097915431,0.345223355,1.061248805,0.915134124,0.035633442,0.851446082,0.824598936,0.371550114,0.026246482,0.861652259,0.018873592,0.772099316,0.752385024,0.265784181,0.010488459
PA2936,,PA2936,0.111811849,0.766749695,-0.035831774,-0.171426401,0.259455473,-0.214979151,1.549438083,2.692239802,0.985495059,0.84145848,0.85863017,0.823679125,0.053108181,0.006452158,0.962094965,0.785779371,0.782531848,0.750967542,0.024154903,0.001795915
